id;log_price;property_type;room_type;amenities;accommodates;bathrooms;bed_type;cancellation_policy;cleaning_fee;city;description;first_review;host_has_profile_pic;host_identity_verified;host_response_rate;host_since;instant_bookable;last_review;latitude;longitude;name;neighbourhood;number_of_reviews;review_scores_rating;thumbnail_url;zipcode;bedrooms;beds
12105805;4.787491742782046;Apartment;Private room;"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private living room"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard""}";2;1.0;Real Bed;moderate;True;NYC;Cute, yet spacious shabby chic private bedroom AND bathroom in the heart of historic Harlem! The room has an abundance of natural light. This is a quiet, family neighborhood right next to Saint Nicholas Park, and across the street from the B&C subway, M3 bus, and many more transportation options. Our place is approximately 15 min from Times Square, 30 min from Lower Manhattan on the Express Line, so guests can enjoy all of excitement of NYC, yet relax in peace and quiet at the end of the day. We are a quiet, yet friendly and outgoing couple- who love meeting and hosting new people from all backgrounds. Our loves of our lives are our fur babies- a cat and a dog, so our guests will need to be ok with sharing common areas, such as the kitchen and living room with our pets. Since this is a family building, we ask our guests to respect our community by not bringing over guests of their own. Guests will have a comfortable king size bed to roll around in, a private bathroom with amenities, an;2017-09-24;t;f;100%;2017-09-12;f;2017-09-27;40.81702919769821;-73.94680777444779;Cute Master Ensuite Harlem B/C 15 min Times SQ 中英文;Harlem;2;100.0;https://a0.muscache.com/im/pictures/ab4de0e2-ee9f-4f60-9d9d-6c9662b09b3c.jpg?aki_policy=small;10030;1.0;2.0
2533733;3.8918202981106265;House;Private room;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Cat(s),""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Baby monitor"",""Outlet covers"",""Baby bath"",""Changing table"",""High chair"",""Children’s books and toys"",Crib,""Pack ’n Play/travel crib"",""Children’s dinnerware""}";2;1.0;Real Bed;moderate;True;LA;"ALOHA FROM SUNNY SO. CALIFORNIA!!! Welcome! Our home is a sweet American life! Our sweet suburban home is the American Dream. We live across the street from a park and are close to a local beach (Redondo Beach, 10 minutes away.) There are huge shopping centers and tons of restaurants nearby. Easy access to horseback riding, hiking, beaches, a botanical garden, bowling, ice skating, and public swimming pools. This listing is for one bedroom for up to two (2) people. We've nicknamed this space ""Bamboo"". There are two twin-sized beds. We also have two other bedrooms, ""Lotus"" and ""Zen"" available in the same house. Or if you prefer your own private house and the ultimate experience of ""Living Like You're In Japan"", we offer the spacious three bedroom Japanese Retreat ""Tatami House"" in Gardena, CA. Additionally we also have accommodations near the ocean in beautiful Long Beach, CA nicknamed ""Cozy Retreat In Sunny Long Beach"" and ""Sunny Long Beach Retreat - Garden House""! Check out our person";2015-10-10;t;t;100%;2012-05-07;f;2016-11-11;33.816346752161344;-118.33481014826783;Sweet Suburban Life / Bamboo Room!;Torrance;45;96.0;https://a0.muscache.com/im/pictures/dbdd0f02-a68a-4f3b-a387-7bcd61fc16a3.jpg?aki_policy=small;90505;1.0;2.0
16427473;5.181783550292085;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,""Elevator in building"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";4;1.0;Real Bed;strict;True;LA;"Amazing listing from an experienced SUPER host! Modern, contemporary luxury. Experience the best of downtown Los Angeles just outside your door! We have 100% guest satisfaction! This place is just a few steps to L.A. Live, Nokia Theatre, L.A. LIVE, Convention Center, Ralph's Market, Whole Foods, 2 Metro stations, Regal movie theaters & FIDM. There are tons of restaurants, bars, shopping, etc. This place is ideal for couples, solo adventurers, business travelers, and families. Experience what Downtown LA living is all about in your very own, luxurious loft-style 1 bedroom apartment. This newly listed unit has been remodeled with all-new appliances, high-end furniture, quality kitchen-ware, all of the essential supplies, and a bed you'll want to sleep in! Please note that this unit is used solely for rentals - it is not someone's living space; so you can make yourself at home and not feel as if you're intruding on anyone else's personal living space! Included in this unit, you will find:";2016-05-30;t;t;100%;2011-09-23;t;2017-04-16;34.044075853227675;-118.26569955506204;1 block to Convention, LA Live- AMAZING LOCATION!!;Downtown;52;98.0;https://a0.muscache.com/im/pictures/2253d438-21c0-4f63-87a6-4749dd5c16e0.jpg?aki_policy=small;90015;0.0;1.0
410762;5.564520407322693;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Cat(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";8;2.0;Real Bed;strict;True;NYC;Home away from home in the heart of Brooklyn. Spacious open modern duplex with garden, on a tree lined block. Minutes away from subways, cafes and dining. Home from home. Duplex plus basement. Parlor floor- open living room, dining room, and kitchen. Deck that leads to the garden. All Kitchen needs available to provide delicious home cook meals. If not in the mood, long lists of possible local take outs, or great dining within a few blocks radius. Ground floor: Master bedroom with king size bed, ensuite bathroom with shower and bath, walk in closet area. The same floor has two other bedrooms, both with twin size beds, one room is smaller that opens onto the garden. Shared bathroom. Basement/ games room with washer and dryer available. Full access to our home will be available We will be contactable and when out of town we will provide numbers for friendly neighbours if needed. Not sure where to begin! We have lived in the area for 19 years, and feel very lucky to have a home here. You ;2016-07-04;t;t;;2013-03-24;f;2016-08-23;40.682736977079344;-73.96367014668701;FAMILY FRIENDLY 3BR DUPLEX;Clinton Hill;5;96.0;https://a0.muscache.com/im/pictures/b23635e5-2442-4dd2-9465-728ef5677726.jpg?aki_policy=small;11238.0;3.0;3.0
4619162;5.1929568508902095;Apartment;Entire home/apt;"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49""}";2;1.5;Real Bed;flexible;True;NYC;My place is in  Meatpacking  NYC, West village and Chelsea u can't spect a better location  for young people in NYC  . You’ll love my place because of the comfy bed, the high ceilings, big windows ( 10 feeds high) and  views, and the coziness furnisher , its also very quiet since it looks at back from the building. My place is good for couples, Young people  and business travelers. The place looks an old palace for the high ceilins, big windows and old and new, decorating and an beautiful private garden view. No dorman , its first floor I'll be available any time for help if You need. Best place , best location , lots of good places to eat and shop., one block to Meat packing, disco and restaurants place. u are betwin  to 2 subway stations 7  and 8 aves . 1, 2 ,3 , L , A, C , E., is two stops to Soho.;2016-11-19;t;f;100%;2014-08-11;f;2017-09-20;40.740220054673365;-74.00093999425847;"Spacious and calm studio ; great location";Chelsea;43;92.0;https://a0.muscache.com/im/pictures/c1430714-4ad1-4687-afbe-146fa2fc61e3.jpg?aki_policy=small;10011.0;1.0;1.0
17406413;4.31748811353631;Bed & Breakfast;Private room;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",Doorman,Gym,Breakfast,""Elevator in building"",""Hot tub"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo}";3;1.0;Real Bed;flexible;True;LA;Our two bedroom bed/breakfast apartment is very near Universal Studios, Dance Studios (Millennium is right next door), Hollywood Blvd., Food Joints and NoHo Metro Station is a 3-5 minutes walk. There is a beautiful park just a block away. :) Nice Private Bedroom (with bed and mattress) in the 2nd floor in a Luxury Apartment complex. I also have a AirBed for the 3rd person. The bedroom has a closet room. The Bedroom also has a full bath.  Its a fully furnished apartment with all new furnitures! You can use the Kitchen and the other utilities. There is a huge patio! Free Washer/ Dryer inside the Unit.  It comes with breakfast - Bread, Milk, Coffee/Tea and Cereals. You also have light ready-to-eat lunch/dinner like Cup Noodles, Frozen Products from Trader Joes etc. Apartment is centrally air-conditioned and is completely equipped with Hi-Speed Wifi Internet, Netflix and Amazon Instant.  The Apartment is gated and secured and is guarded 24/7. The Apartment has a heated swimming pool and Sp;2015-01-22;t;t;;2013-03-02;f;2016-03-25;34.16313783933129;-118.3752118432545;Bed & Bath near Universal Studios;North Hollywood;13;78.0;https://a0.muscache.com/im/pictures/60027540/e894d52b_original.jpg?aki_policy=small;91601;1.0;1.0
16689720;4.007333185232471;Apartment;Private room;"{Internet,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad}";2;2.0;Real Bed;strict;True;Boston;"Recently renovated private room in a 4 bedroom with keyless front door entry. 2 new bathrooms and modern kitchen. Close to downtown: 10 min driving or busses #15 & # 17 right outside house Free of charge :  Coffee, tea, bagels, eggs; soda, bottled water, instant noodles, & juice. Occasionally cookies :) Location: Bowdoin St off Quincy St Dorchester MA 02122. Near UMass Boston , downtown and Convention Center. All in less 3 miles .  How can you get here?  From Logan Airport take Silver Line get off at South Station change to Red Line  ; then get off at Fields Corner ; walk over 0.8 mails or take the #15 or #17 and get off at Bowdoin St stop .  Brand new renovated all the blankets are new , kitchenware are ready , refrigerator always has refreshments for you free! We offer free : bakery ; dunking  donuts coffee;  bottle water; Chinese tee; milk; instant noodles; juice; coca-Cola, all those you can eat and drink for fee. Keyless entry. Come and go as you please!  Brand new kitchen; refrig";2017-01-13;t;f;100%;2016-12-01;f;2017-10-03;42.30419412071774;-71.06921958413098;#104 Boston private AC 2Beds room 面包免费/可讲国语;Dorchester;28;94.0;https://a0.muscache.com/im/pictures/d5de72f5-3bca-4d70-a588-bad44af4bf46.jpg?aki_policy=small;02122;1.0;2.0
18580921;4.605170185988092;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";3;1.0;Real Bed;moderate;True;LA;Beautiful urban apartment located at the heart of Little Tokyo in Downtown LA. Enjoy all our amenities including outdoor pool/jacuzzi, gym/yoga studio, 24hr security. Conveniently located near everything (I'm serious). Free underground parking. Located in a luxury apartment complex with 24hour security. Amenities include parking, pool/jacuzzi, gym/yoga studio. Conveniently located near everything LA has to offer.  The Bedroom:  Queen size memory foam mattress, bedding is cleaned for every guest, blackout curtains if you want to sleep in.  The Kitchen:  Fully equipped kitchen. I honestly love cooking so feel free to bring your inner chef and cook till your heart's content. Don't forget to enjoy the amazing food around the area though! The Living Room:  Queen sized futon bed. 45inch 1080p flat screen TV. I have an Xbox One with Netflix and a bunch of games you are welcome to play. There is also cable television. Wireless internet provided. Small dining area for eating. Balcony access wit;2016-09-19;t;t;;2012-02-23;f;2016-12-17;34.047734876044856;-118.23940504971364;Modern Getaway in DTLA / Little Tokyo;Downtown;11;96.0;https://a0.muscache.com/im/pictures/2fb6a69a-aa96-4cf4-807c-ef9fe7727767.jpg?aki_policy=small;90012;1.0;2.0
6181322;4.605170185988092;Apartment;Entire home/apt;"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}";3;1.0;Real Bed;strict;True;NYC;"We love our comfy home and are excited to offer it up for the holidays. Across from a park with beautiful gardens, Cloisters Museum, and fantastic views of the Hudson; great local spots for wining and dining; steps from a subway express to downtown. With a 1,000 sq ft of homey and comfy vibes, our apt is a great space to unwind, cook/eat in, and recharge for more adventures in the city. It's also family-friendly with a crib in the bedroom and most baby items available if needed for little ones.  We also have a large couch and queen-size air mattress if you need sleeping for more than two. We will be available by text/call/email for any questions during the entire stay. We're nestled between Washington Heights and Inwood neighborhoods. It's very safe with lots of culture and plenty of great watering holes. Our favorite thing is the fantastic parks (Fort Tryon & Inwood Hill) with stunning views. And with great access to two subway lines it's easy to get to and from anywhere in Manhattan.";2016-01-03;t;t;;2013-08-14;f;2016-01-03;40.85893232174303;-73.92985321004002;Homey, inviting 1BR w/ lots of room;Washington Heights;1;100.0;https://a0.muscache.com/im/pictures/89a630f9-4b14-49a9-a817-cb6bcfbc2cd5.jpg?aki_policy=small;10040;1.0;1.0
4279323;4.48863636973214;Apartment;Private room;"{""Wireless Internet"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",""Laptop friendly workspace""}";2;1.0;Real Bed;strict;True;Boston;Welcome to our international home, we have hosted many students and visitors from around the world. Newly remodeled Private rooms with shared Granite kitchen and bath. Best location, less than 2 mins to train, 5 mins to beach , restaurants, shops, market, 10 mins to downtown Boston , 15 mins to MGH, 15 mins to Boston Medical, 20 mins to Harvard and MIT, free shuttle bus 20-30 mins to Longwood area hospital ( Beth Israel , Brigham & Woman);2017-09-03;t;f;100%;2015-05-13;t;2017-09-03;42.31966157387503;-71.05374158292577;(2A)Umass,City, MHG,Harvard,MIT, Longwood, Kaplan;Dorchester;1;20.0;https://a0.muscache.com/im/pictures/b4f70f05-7774-4763-9833-a937007f69b0.jpg?aki_policy=small;02125;1.0;1.0
4846846;5.105945473900579;Guesthouse;Private room;"{TV,""Wireless Internet"",""Family/kid friendly"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""Private entrance""}";3;1.0;Real Bed;flexible;False;LA;My place is close to Milo and Olive, Pacific Dining Car, and The Farms. You’ll love my place because of the neighborhood and the ambiance. My place is good for couples, solo adventurers, and business travelers. This is an incredibly peaceful and comfortable retreat on a quiet residential street in santa monica. There is street parking and we're walking distance to parks, wilshire boulevard, montana avenue or you can simply walk west on washington- all the way down to the sea you can come into the back yard using the side gate so you'll have privacy I'm quite private and prefer to communicate by email. I have two daughters so privacy and safety are of utmost importance My neighborhood is quiet and filled with beautiful trees, we're also close to many excellent restaurents on Wilshire and Montana Avenues- Milo and Olive is an excellent restaurent and bakery, the brentwood country mart is a great place to hang and shop and eat as is the entire stretch of montana avenue close by and we're ;;t;t;100%;2016-08-13;f;;34.037246159896696;-118.48120617332192;Peaceful Santa Monica Guesthouse;Santa Monica;0;;https://a0.muscache.com/im/pictures/68ff35d2-9e0a-4404-9964-0202bf93c17a.jpg?aki_policy=small;90403;0.0;2.0
1948096;4.382026634673881;Apartment;Private room;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Iron,""Laptop friendly workspace""}";2;1.0;Real Bed;flexible;False;LA;I moved to Pasadena from La Quinta Ca. I liked the clean,quiet,family feeling it provides.The Rose Bowl,Huntington Museum,Trader Joes,Wholefoods,and Paseo Shopping are all in Walking distance. Downtown LA,is a 10min drive away also..;;t;t;;2015-05-03;f;;34.12973622678146;-118.1458610253142;Very Clean,Very Quiet Neighborhood,;Pasadena;0;;https://a0.muscache.com/im/pictures/63897ad7-33b1-45a1-ac9e-45b11697cd58.jpg?aki_policy=small;91106;1.0;1.0
2933772;4.4998096703302615;Apartment;Private room;"{""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,Bathtub,""Step-free access"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide doorway"",""Wide clearance to bed"",""Step-free access"",""Wide doorway"",""Step-free access"",""Wide entryway""}";3;1.0;Real Bed;flexible;True;NYC;Single bedroom in sunny Murray Hill apartment. Great location - 7 minutes from Grand Central. Close to Times Square, Fifth Avenue Shopping area, Bryant Park, and Empire State Building. Right next to Pod 39 Hotel, one of the best rooftops in the city! Apartment on 4th floor of elevator building with doorman, super and laundry facilities. Roomy private space with a queen bed, lamps, nightstand and a comfy lounge chair.  Wifi and air conditioning available.  You can also access the kitchen for cooking and storage. Laundry in the building, if you are looking for it. The apartment is in a safe neighborhood so you can walk around anytime during the day or night. If your looking for clean and affordable, book now. Security cameras as well, both outside apartment and the building. Bedroom all to yourself. Shared bathroom and kitchen with me (the host);2017-09-01;t;f;100%;2017-08-27;t;2017-09-08;40.74871149983528;-73.97308210724637;Modern Luxurious Bedroom;Murray Hill;2;100.0;https://a0.muscache.com/im/pictures/d2061ab2-421a-4f0d-a766-de390e94b194.jpg?aki_policy=small;10016;1.0;2.0
1932459;5.204006687076795;Apartment;Shared room;"{TV,""Wireless Internet"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Essentials,""translation missing: en.hosting_amenity_50""}";3;1.0;Real Bed;flexible;False;NYC;My place is accessible to the airport, parks, and art and culture. You’ll love my place because of the location and the ambiance. My place is good for couples, solo adventurers, business travelers, and big groups.;;t;f;;2016-05-02;f;;40.66217167000502;-73.91460262914858;Groups are Welcome!;Brownsville;0;;https://a0.muscache.com/im/pictures/4e5d1b3a-6863-4235-a443-49a57b4c62d6.jpg?aki_policy=small;11212;1.0;3.0
1798271;6.214608098422191;House;Entire home/apt;"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""Hair dryer"",Iron,""Laptop friendly workspace""}";8;2.0;Real Bed;strict;False;DC;Beautiful 3 bed 2 bath home w/ furnished basement in NE DC-just a 10 minute drive to the Capitol! Tons of space and modern conveniences. Location is ideal for all inauguration related events. Walking distance to Safeway/CVS, metro (Orange Line w/access to the National Mall), bus stops, eateries, and more. Can sleep 8-10 people with beds for up to 3 and air mattresses for up to 5 other people. Parking in the back that can park 2 cars. You won’t find a better spot in DC. Email for lots more info. Guests have access to any space in the home. We leave our guests with full access to food and drinks in our home. Anything edible you are welcome to enjoy in both the refrigerator/freezer or deep freezer. We will also make sure to leave many fresh snacks and beverages as well as beer and wine for guests above age. We just ask for respect with regards to our belongings. Guests have access to the entire home. We will be away while you are here but we are available via phone, text, and email at any;;t;f;;2014-10-14;t;;38.89071199330012;-76.95318181849701;Best Spot For Inauguration  Bring Friends & Family;River Terrace;0;;https://a0.muscache.com/im/pictures/e3e39339-8cd4-4969-b3f1-cf31cb6da839.jpg?aki_policy=small;20019;3.0;4.0
20638452;4.605170185988092;Apartment;Entire home/apt;"{TV,""Wireless Internet"",Kitchen,Heating,""Family/kid friendly""}";4;1.0;Real Bed;strict;True;NYC;You'll be staying in a quiet and cozy two bedroom apartment, with full kitchen, living room, dining area and bathroom. Right up the top of Astoria, you'll be 7 minutes walk from the N/Q line, which can spirit you swiftly to many attractions within Manhattan, while keeping you secluded from much of the noise and chaos of the city. Convenient access is also available to La Guardia airport, with the M60 bus less than 2 minutes away. In the immediate vicinity, you'll have access to several supermarkets (some of which are 24 hours), several speciality markets (Mediterranean, Middle Eastern, Organic/Health), pharmacies (again, one being 24 hours), fantastic food (Astoria being home to some of the best Greek and Middle Eastern foods), Astoria Park, beer gardens, and hip watering holes. The master bedroom is furnished with a super comfy queen sized bed (linens included, of course!), while the second bedroom comes equipped with a full sized futon, and work desk. In addition to this, the living ;2013-12-17;t;t;;2013-10-24;f;2015-07-04;40.771573832904224;-73.90697952916855;Cozy two bedroom in trendy Astoria;Ditmars / Steinway;3;90.0;https://a0.muscache.com/im/pictures/26333407/07a9da99_original.jpg?aki_policy=small;11105;2.0;2.0
20608040;3.5263605246161616;Apartment;Private room;"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Pets live on this property"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Lockbox}";1;1.0;Real Bed;flexible;True;NYC;My place is close to restaurants and dining, public transport, and nightlife. You’ll love my place because of the location, the high ceilings, the people, and the coziness. My place is good for solo adventurers. Please note: we have two indoor cats. We have two cats!;2016-06-29;t;t;100%;2016-01-29;f;2017-07-12;40.6950753246624;-73.93853188047619;Cozy Bushwick Condo;Bedford-Stuyvesant;12;95.0;https://a0.muscache.com/im/pictures/537506ef-641e-4e8b-81c3-8f5b8995727f.jpg?aki_policy=small;11206;1.0;1.0
5402480;4.59511985013459;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,""Lock on bedroom door"",""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance""}";5;1.0;Real Bed;flexible;True;DC;My place is close to public transport, the airport, the city center, the Capitol, museums, parks, and nightlife. My place is good for couples, solo adventurers, business travelers, and families (with kids). Enjoy your time in a beautiful, brand new apartment. The appliances are top of the line, Samsung, and will make your stay just that much more comfortable. There is a full washer and dryer in the unit. Setup- There are two bedrooms with a queen sized bed in each room. There is also an air mattress for a 5th person. There is a small chaise in the living room, but it would probably not be comfortable for an adult to sleep on it. Parking- there is ample street parking available. The apartment is close to Eastern Market, H Street, Barracks Row, Navy Yard, and just a few metro stops from The US Capitol, The White House, DC Museums, The National Mall, etc.  The closest metro stations are Potomac Avenue (blue, orange, silver lines), Eastern Market (blue, orange, silver lines), Anacostia (gr;2016-07-28;t;f;100%;2015-05-25;t;2017-04-23;38.87347764024382;-76.97476201222749;Beautiful 2 bedroom Basement Apt;Fairlawn;36;95.0;https://a0.muscache.com/im/pictures/fd80282e-a667-459f-9b09-0282b51b1e52.jpg?aki_policy=small;20020;2.0;2.0
8266933;3.555348061489413;Apartment;Private room;"{TV,Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Smoking allowed"",""Buzzer/wireless intercom"",""Smoke detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;1.5;Real Bed;moderate;False;NYC;"Top floor, sunny, quiet apartment in historic Brooklyn. Features a full kitchen, 42"" LG TV & skylight in room, 1.5 bathroom and huge living room. Close to 3 subway lines (A,C,G-- 20 mins to Manhattan). Ideal for on-the-go guests with minimal luggage.";2016-05-23;t;t;;2014-05-14;f;2016-05-23;40.68644931530904;-73.93994420130551;Artist Den Across from Park;Bedford-Stuyvesant;1;60.0;https://a0.muscache.com/im/pictures/fa0cb31e-82a7-4640-acf9-e560524cb93d.jpg?aki_policy=small;11221;1.0;1.0
8986585;5.9532433342877855;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,Doorman,Gym,""Pets live on this property"",Dog(s),Elevator,Heating,Washer,Dryer,Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";6;2.0;Real Bed;flexible;True;NYC;A pristine park-like oasis in the the heart of Tribeca with all the conveniences of home, this corner unit, one block from Whole Foods and all major transportation, offers peaceful respite to the weary traveler! Clean and classically elegant, with chef's kitchen and in-unit washer/drier, the living/dining area is the perfect place to unwind. 24 hour concierge/ business room. Apartment, Business Center.  Nominal Fee: Party Room, Gym. We are always available. Heart of Tribeca, near Ground Zero, best parks downtown for running, cycling, walking, picnicking. World renowned restaurants & shopping. Close to all major subway, bus, Ferry, Citibike;;t;f;;2016-05-11;f;;40.71595696086172;-74.01400831675109;Luxury Park Living;Battery Park City;0;;https://a0.muscache.com/im/pictures/4aec6318-e9b5-460c-9b10-b6ee59e0187d.jpg?aki_policy=small;10282;3.0;4.0
7460185;4.51085950651685;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector""}";3;1.0;Real Bed;strict;True;NYC;1 bedrom in Bushwick. 2 blocks from Coffeeshops/bakeries and L train, 3 blocks from restaurants and nightlife, 15 minute walk to park and Jeffersontown bars/nightlife. Safe building. 1 queen bed with 1 twin bed. Clean, refurbished and comfortable.  Comfortable and clean space within 3 minute walk to subway L train. 20 minutes from Manhattan. Plenty of bars and restaurants close by. Included are Queen Bed, One chaise that folds down into double bed, and a rolled-up full size mattress. Great restaurants and fun bars plus great coffee shops within 3 minute walk.  L train 2 blocks away. ;2017-01-02;t;f;;2014-12-07;f;2017-01-02;40.699128092870005;-73.91484194534398;Lovely and Immaculate Bushwick Apt;Bushwick;1;100.0;https://a0.muscache.com/im/pictures/59820847/bd321726_original.jpg?aki_policy=small;11237;1.0;2.0
1211904;4.23410650459726;Apartment;Private room;"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,Washer,Dryer,""Carbon monoxide detector"",Essentials,Shampoo}";2;1.5;Airbed;moderate;True;NYC;Large, sunny bedroom with air conditioning, private half bathroom, balcony, elevators, and laundry in Park Slope near the F, G, R trains at 4th Avenue-9th Street. The 3-bedroom apartment is located in a building with 2 elevators. There are 1.5 bathrooms - 1 full bathroom (shower, toilet, sink), and another half bathroom (toilet, sink) which you will have all to yourself. 5th Avenue is full of cool bars and restaurants! The post office and a 24-hour Rite Aid are right across the street, and the grocery store is 1 block away. Prospect Park is 4 blocks away, where you can catch concerts (often free) throughout the summer as part of Celebrate Brooklyn. The R, F, and G subway lines at 9th Street-4th Avenue are just around the corner, and we are two local stops away from the Atlantic-Pacific/Barclays subway and train terminal.;2015-05-16;t;f;;2014-05-13;f;2015-10-12;40.6698950206066;-73.98837120619278;Large Park Slope bedroom near train;Park Slope;12;90.0;https://a0.muscache.com/im/pictures/43798475/19cb3219_original.jpg?aki_policy=small;11215;1.0;1.0
