id;log_price;property_type;room_type;amenities;accommodates;bathrooms;bed_type;cancellation_policy;cleaning_fee;city;description;first_review;host_has_profile_pic;host_identity_verified;host_response_rate;host_since;instant_bookable;last_review;latitude;longitude;name;neighbourhood;number_of_reviews;review_scores_rating;thumbnail_url;zipcode;bedrooms;beds;Price
3883401;4.382026634673881;Apartment;Private room;"{""Wireless Internet"",""Air conditioning"",Kitchen,""Hot tub"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Hot water""}";2;1.0;Real Bed;strict;True;NYC;The apartment is in a vibrant multi-cultural area in Brooklyn conveniently located a 2-min. walk away from the subway (G-train) which connects you to anywhere in the city. Bright, beautiful and clean with original details and artfully decorated. PLEASE READ THE FOLLOWING INFORMATION FIRST. I TRIED TO ANSWER AS MANY QUESTIONS AS POSSIBLE HERE. The bedroom is spacious, bright and clean, in a lovingly renovated apartment in a modern style with classic details. The subway (G-line) is only 2 min. away and connects to many major lines that quickly bring you to Manhattan or other areas in Brooklyn or Queens. The apartment is on the 2nd floor (3rd floor in the US) walk-up in a classic Brooklyn brownstone. It has been lovingly renovated and furnished. Many of the original details are still intact and give the apartment a special charm. The street is generally quiet for New York standards, with the bedroom to the rear. Perfect to relax and unwind after a busy day in the city. The Apt. is comfort;2014-03-10;t;t;100%;2011-12-04;f;2017-08-20;40.69112332406173;-73.95203308034584;BRIGHT STYLISH ROOM 1 BLOCK TO SUBWAY;Bedford-Stuyvesant;52;96.0;https://a0.muscache.com/im/pictures/2043b0e1-25e1-4e72-8f41-2fb53eb871c6.jpg?aki_policy=small;11216;1.0;1.0;79.99999999999997
16352907;5.293304824724492;Apartment;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;flexible;True;NYC;Dream apt in ideal location! Spacious, true 1bd bordering Greenwich Village and Soho. Clean, quiet, and relaxing from inside, but seconds away from Manhattan's best food, shopping, and nightlife. Mins from 4 major subways. You wont want to leave!;2015-10-27;t;f;;2014-10-07;f;2016-09-29;40.7288091710584;-74.00152899120116;CHARMING, STYLISH SOHO 1BD;Greenwich Village;4;90.0;https://a0.muscache.com/im/pictures/98298384/2a7f86c6_original.jpg?aki_policy=small;10012;1.0;1.0;198.99999999999997
7489397;4.31748811353631;Apartment;Private room;"{""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Hangers,""Hair dryer"",Iron}";2;1.0;Real Bed;moderate;False;NYC;Welcome to Astoria! It is one of New York City's most historical and exciting neighbourhoods. Here you will find some of the best food in the city from all over the world. And if you feel the need to leave Astoria, the home is a 3 minute walk to the subway on the N/W Line and getting in to Manhattan takes 20 mins. The apartment is our happy place. Three if us live here and I often travel based on my work and I hate seeing the room go empty. So during the stay you would be sharing the apartment with my two roommates. One of the roommates lives in the basement, as the apartment is a duplex, and often travels for work so more than likely most the time you will only have one neighbour! We have a great size kitchen, especially by New York standards. The bathroom is shared throughout the house, but again the roommate downstairs has a half bath which means there are rarely any problems when it comes to shower time. And we also have a garden!!! Another rarity in the city. We have a full vegeta;2017-08-20;t;f;100%;2017-06-19;f;2017-08-20;40.77233109982657;-73.9109977983817;Jolly Bedroom! 3 minute walk to Astoria Ditmars!;Astoria;1;100.0;https://a0.muscache.com/im/pictures/59dbf8d1-565f-49fa-8aa3-8928c8e7de36.jpg?aki_policy=small;11105;1.0;1.0;74.99999999999997
728875;5.700443573390688;House;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo}";4;2.0;Real Bed;strict;True;LA;Tons of character in this charming single family residence that is less than 1/2 mile from Will Rogers Beach, Palisades coffee shops, restaurants, clothiers and grocery stores! Beach living with amazing ocean breezes and fun patio in back yard..;2015-07-25;t;t;100%;2015-07-13;f;2017-02-22;34.04046255522627;-118.52980570534731;Palisades Bluff Home with views!!;Pacific Palisades;11;93.0;https://a0.muscache.com/im/pictures/92994594/5d4ed66f_original.jpg?aki_policy=small;90272;3.0;3.0;299.0000000000004
12497789;4.976733742420574;Loft;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;strict;True;NYC;"Come enjoy my beautiful, open plan loft. Fit with soaring original tin ceilings and a spacious 800 square feet to relax in. The floor to ceiling window faces South East, filling the apartment with light for most of the day. A 3 minute walk to the Morgan Ave L Subway and 10 minute walk to the J/M. High speed Internet. 52"" TV w Apple TV. Lots of great restaurants and bars in the neighborhood, and fantastic Blue Bottle Coffee just two blocks from me. The large open plan loft is equipped with a large sofa, 52"" TV with Apple TV, large dining/work table, a marble topped bar table with three stools, a rocking chair and glass coffee table.. The kitchen has a full-size gourmet oven, microwave, and vitamix blender. I love to cook, so the kitchen is equipped with every spice and herb imaginable, as well as culinary tools and pots and pans...please use them!  You will find everything you will need during your stay - fresh sheets and towels, hairdryer, soap and shampoo! I live in the apartment when";2016-10-29;t;t;70%;2013-08-16;f;2017-09-29;40.70427924402205;-73.93210346125609;Gorgeous Bright 800 sqft Loft;Williamsburg;14;97.0;https://a0.muscache.com/im/pictures/dc4d0f14-6ffd-42bd-b131-a9f53a4eae6b.jpg?aki_policy=small;11206.0;1.0;1.0;144.99999999999997
7894983;4.867534450455582;Apartment;Private room;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,Doorman,Gym,Elevator,""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher""}";2;1.0;Real Bed;flexible;False;NYC;Be able to relax in this gorgeous 1 Bedroom in Midtown east with 24-hour full service doorman and amazing location to the east river, United Nations, Bryant Park, Grand Central and just a 15 minute walk to Times Square! Forget hotels, this is a steal;2015-07-18;t;f;;2015-07-14;f;2015-09-21;40.74823278455568;-73.97446639383756;Luxury Doorman Apt in Midtown East!;Murray Hill;2;100.0;https://a0.muscache.com/im/pictures/93393600/c560dcec_original.jpg?aki_policy=small;10016;1.0;1.0;129.99999999999997
1602772;5.298317366548036;Loft;Entire home/apt;"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Free parking on premises"",""Elevator in building"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";4;2.0;Real Bed;moderate;True;Chicago;From dramatic 20' ceilings to an accommodating 2 bed/2 bath, this private dual-level loft is perfect for experiencing Chicago. Located minutes from downtown, in the heart of restaurant row (Fulton Market,) find yourself at home in a truly unique way. The space is a very dramatic, timber loft with a wonderful rooftop. Probably the thing I love most about this place, is that it seems like a private piece of secluded delight, in the heart of the big city. The large windows in the main room are reflective and sound proof, so it will ensure total privacy. The first floor bedroom has a huge skylight that lets in the perfect amount of natural light. The space offers both bathrooms, the bedroom downstairs, and the bedroom upstairs. The kitchen and main room are also available for use. If you would like to watch Netflix or Hulu, simply turn on the television and the PS4 to navigate to the app and enjoy! The rooftop is available for access as well, just as the courtyard on the South side of the ;2015-09-14;t;t;100%;2015-06-16;f;2017-04-17;41.88921150588837;-87.65358996575287;Split-Level Artist Loft;West Town/Noble Square;18;95.0;https://a0.muscache.com/im/pictures/102839254/ab5dedeb_original.jpg?aki_policy=small;60642;2.0;2.0;199.99999999999991
15787428;4.653960350157523;Apartment;Entire home/apt;"{""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",""translation missing: en.hosting_amenity_50""}";3;1.0;Real Bed;flexible;True;DC;This cozy apartment with exposed brick and queen sized bed will make you feel at home in the city. Enjoy the well stocked kitchen and amenities! Whether you want a quiet off-the-grid retreat or a convenient launching point to DC, you'll find it here! This basement apartment cozily fits three and is located only three blocks from the Columbia Heights metro! Enjoy a completely stocked kitchen and any of the small items in the fridge are yours for the taking. I live outside the city - but just a metro ride away and am easily reachable via cell phone if you need anything at all! Columbia Heights is one of the hottest and fastest-growing growing neighborhoods in DC! You are three blocks or less from public transport, department stores, Target, fast food, and fine dining! There is open street parking on weekends only, and paid garages within easy walking distance. You are three blocks from Columbia Heights Metro Station on the Green/Yellow line about a 20 minute trip to DC's museums and tour;2017-02-11;t;t;100%;2016-06-19;f;2017-04-25;38.92844800077502;-77.0229352826353;Sumptuous 1 BDR DC Retreat;;14;92.0;https://a0.muscache.com/im/pictures/076b15ad-4925-48c2-bb41-6e320b03a977.jpg?aki_policy=small;20001;1.0;1.0;104.99999999999997
18476541;4.8283137373023015;House;Private room;"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private living room"",""Private entrance"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Luggage dropoff allowed"",""Flat, smooth pathway to front door"",""Well-lit path to entrance"",""Host greets you"",""Handheld shower head""}";3;1.0;Real Bed;moderate;True;SF;Welcome to our private guest suite with direct garden access! It's in a nice neighborhood with amazing views, plus you can walk to restaurants, shops and transportation. We have hosted more than 200 guests, so we know what you need for a great stay! Sorry for all this legal stuff, but the city makes us do it because we are legally registered hosts (there's more info about the guest suite below)... SAN FRANCISCO SHORT-TERM RESIDENTIAL RENTAL REGISTRATION NUMBER: STR-zero, zero, zero, zero, zero, nineteen Possession of a San Francisco Short-Term Registration Certificate certifies that the registration certificate holder has agreed to comply with the terms of the San Francisco Short-Term Residential Rental Ordinance (San Francisco Administrative Code Section 41 A). This ordinance does not require an inspection of the unit by the City for potential Buildng, Housing, Fire, or other Code violations. OK, now that all the city's legal mumbo-jumbo is out of the way... Welcome to our guest suite;2010-07-17;t;t;100%;2010-04-09;f;2017-09-20;37.76212201623429;-122.39540903672584;Convenient, quiet, private!;Potrero Hill;254;95.0;https://a0.muscache.com/im/pictures/187496/07754eb5_original.jpg?aki_policy=small;94107;0.0;1.0;125.00000000000006
13800319;4.248495242049359;Apartment;Private room;"{TV,Internet,""Wireless Internet"",Kitchen,""Smoke detector"",""Carbon monoxide detector"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;strict;True;NYC;This cool and comfortable room is spacious and welcoming! Only 20 mins from the city! This room offers a great place to have a home away from home while exploring NYC! It's a great place to come home to after exploring NYC! There's access to Wi-Fi, a refrigerator and freezer, and a comfortable space to relax! I will be in the neighborhood whenever you need any assistance :) This neighborhood is great because it is a quiet getaway from the constant noise of the city. The J/M trains are a ten minute walk away, along with the G train. Only a $20 Uber into the city as well! I have two other roommates who are mostly working. This is a house of southern Artists and we pride ourselves on our Southern Hospitality!;2016-04-23;t;t;100%;2014-10-26;f;2017-09-17;40.69951795597571;-73.94751306661264;Room in Warm Cozy Apartment;Bedford-Stuyvesant;21;93.0;https://a0.muscache.com/im/pictures/4600aa32-acde-40cc-a136-9ba7462cc253.jpg?aki_policy=small;11206;1.0;1.0;70.00000000000003
1728853;5.010635294096256;Apartment;Private room;"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Doorman,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Lock on bedroom door"",Hangers,""Hair dryer""}";2;1.0;Real Bed;strict;False;NYC;This awesome room is located in a newly furnished apartment in the heart of Tribeca- New York City's most elite neighborhood. The luxury high rise apartment has stunning views of the city from the floor to ceiling windows. It truly is a great spot! Our beautiful apartment has some of the BEST views of New York City. Waking up to the sunrise out of the Eastern facing bedroom windows, and watching the sunset out of the Western facing living room windows over the Hudson River, is the perfect and most magical New York City experience that you could ask for. Not to mention, the 360 degree views from the furnished rooftop and enclosed solarium are literally breathtaking! There is a full kitchen, and newly furnished living room space shared with two other guests. There is a TV in the bedroom that has a Chromecast and there is wireless internet. The building has a 24 hour doorman and lobby area. All travelers that are staying in our apartment will be considered friends of ours, and the doorman;2016-01-03;t;f;;2015-12-04;f;2016-01-03;40.7177650839465;-74.01493357097891;Room With a View!;Battery Park City;1;80.0;https://a0.muscache.com/im/pictures/d5748b55-f512-4236-b45b-ed4f8ad548fe.jpg?aki_policy=small;10282;1.0;1.0;150.00000000000009
337960;5.3230099791384085;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo}";4;1.0;Real Bed;strict;True;NYC;"The apartment is in an ideal location in the West Village - a block away from the ""1"" train on Christopher street and about 3-4 blocks from the A/B/C/D West 4th street stop. Fully furnished with 2 comfy full beds...lots of natural light/windows. A comfortable apartment that has West Village charm!   Has all the basics you need to make your stay in New York a great one. The whole apartment will be available for you! Both my roommate and I will typically be out of town when this property is available, but we will be accessible.  We are both easy going professionals that travel quite a bit. The West Village is a great place to stay for exploring NYC!  It's perfect for visitors bc you get to see New York the way it's meant to be seen - with easy accessibility to so many things. We are about a block away from the Christopher Street 1 train - and about 3 blocks from the West 4th subway stop (ABCD lines).  CitiBikes station is also right down the street on Christoper as well!";2015-09-07;t;t;;2014-11-05;f;2016-03-27;40.73277484148856;-74.0041335379865;2BR - Great West Village Location;West Village;6;90.0;https://a0.muscache.com/im/pictures/100417706/35336c46_original.jpg?aki_policy=small;10014;2.0;2.0;205.00000000000006
7602426;3.4657359027997265;Apartment;Private room;"{Internet,""Air conditioning"",Kitchen,""Hot tub"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Hangers,""Hair dryer"",""Laptop friendly workspace""}";1;1.5;Real Bed;flexible;False;Boston;near BC shuttle, supermarket and several cafe. This spacious 2 , only 1 minute from public transportation. Room is small and cozy with a Queen size bed - 60 x 84 inches (152 cm  213 cm) . Closet is very small. *Apartment is pet-free and smoke-free *;2016-07-24;t;f;;2016-04-18;t;2016-07-24;42.34054213223037;-71.14671037647113;near BC shuttle house summer sublet;Allston-Brighton;1;20.0;https://a0.muscache.com/im/pictures/2f81d36f-b8dc-4988-abef-f32bc1eb7d36.jpg?aki_policy=small;02135;1.0;1.0;32.0
15289766;5.187385805840755;Apartment;Entire home/apt;"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,Elevator,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;strict;True;NYC;My beautiful one bedroom duplex is in the heart of Chelsea and walking distance to meat packing and two blocks from high line. The apartment has 200 sq foot private terrace right outside the room. Artistically designed, it is a reflection of the eclectic neighborhood. My place is good for small groups (2) and solo adventurers. The private room is upstairs, it has a queen bed and the private terrace. Comfortable for 1 person and cozy for two.;2016-10-02;t;t;;2013-06-26;f;2017-05-20;40.74738096435515;-74.00134390580989;Artsy Duplex in Chelsea w/ Huge Terrace;Chelsea;3;100.0;https://a0.muscache.com/im/pictures/1209f209-97e5-4f3e-a40b-2343a0b1d027.jpg?aki_policy=small;10001.0;1.0;1.0;178.99999999999997
20432170;4.59511985013459;Apartment;Private room;"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Breakfast,Heating,""Family/kid friendly"",""Smoke detector"",""Fire extinguisher""}";1;1.0;Real Bed;flexible;False;LA;All Holidays & Special Event Weekends May Cost More! My Beautiful One Bedroom One Bathroom Room For Rent Is Perfect For An On The Go City Girl/Guy Needing A Few Days To Vacation. Located Right In The Heart Of Hollywood & Next To Runyon Canyon. Perfect Place To Stay In LA!! It's upscale & has a shower you can't imagine!! On site Patio, grill, laundry room & on designated parking space in a gated garage As often as they like or don't like We are located right next to Runyon canyon & walking distance from the Hollywood walk of fame, Wax Museum & Beverly HILLS!! We're Also Right On The Sunset Strip Leading To The Sunset Plaza full of Shops & Restaurants.;;t;f;;2015-10-08;f;2016-02-01;34.095708942699574;-118.34721536177622;Glamorous 1 Bedroom 1 Bathroom;;4;;https://a0.muscache.com/im/pictures/111398295/f5d03a27_original.jpg?aki_policy=small;90046;1.0;1.0;98.99999999999999
14093209;4.454347296253506;Apartment;Entire home/apt;"{TV,Internet,""Air conditioning"",""Wheelchair accessible"",Kitchen,Doorman,""Pets live on this property"",""Other pet(s)"",Elevator,""Buzzer/wireless intercom"",Heating,Essentials,""24-hour check-in"",Hangers,Iron,""Laptop friendly workspace""}";1;1.0;Real Bed;flexible;False;NYC;My spacious, sunny, comfortably furnished apartment is available from 12/23/15 to 1/17/16. 24-hour doorman. Flatscreen TV and and many books and plants. Quiet neighbors. Two contemplative turtles will keep you company. $300 deposit, please.;;t;f;;2014-05-12;f;;40.73523841445473;-73.98811746604623;Sunny Winter Union Square Sublet;Gramercy Park;0;;https://a0.muscache.com/im/pictures/0881a9da-2dde-43fc-bafb-f48f68fb5797.jpg?aki_policy=small;10003;1.0;1.0;85.99999999999982
755032;5.272999558563747;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance""}";4;1.0;Real Bed;moderate;True;LA;"Hello Travelers! Thanks for stopping by! We lovingly call our place 'The Villa because life here is really special - always happy, peaceful and easy. Everyone loves being here!  'The Villa' is a restored 1920's duplex, near the lake. Two bed rooms; large with queen size bed,other room with full size bed. one bath with separate tub and shower; large sunken living room with high-beamed ceiling and working fireplace; large dinning room; galley kitchen; office; utility room with indoor washer and dryer; hardwood floors; wifi; air conditioning and heat; large screen with Apple TV; courtyard, lovely English garden, outdoor sitting areas and a koi pond full of very happy fish. There are two bedrooms: the larger room is located in the front of the house with large french windows that open out to a beautiful private courtyard. It has a queen bed, easy chair, dresser, and large walk-in closet. The second room is located in the back of the house and has a full-sized bed, walk-in closet and views ";2014-04-28;t;t;100%;2012-09-18;f;2017-04-09;34.10493861286746;-118.26745273424164;Villa close to the Lake;Silver Lake;29;99.0;https://a0.muscache.com/im/pictures/34916720/c035b38c_original.jpg?aki_policy=small;90039;2.0;2.0;195.0
13467391;4.442651256490317;Bungalow;Entire home/apt;"{Internet,""Wireless Internet"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49""}";2;1.0;Real Bed;moderate;True;LA;Guest house is a private studio with full bathroom and private balcony. The room gets tons of natural light with windows on every wall. In addition to the private balcony, the house opens up into a large shared breezeway area with plenty more space. The Room has a full sized bed, a desk, bookshelf, small nook area and mini fridge, then a bathroom with lots of storage and standing shower, toilet, and sink. Plenty of light. Sliding doors to private balcony.  I live in the main house which shares a breezeway with the guest house. The property is entered through a door at street level, then up stairs to a garden that separates the main house from the guest house. Guest house has its own access. I can be social, or private, and am not offended by either. I can suggest tons of great food and drinks in the area. I'm very easy to contact by text. Street parking is available. It's first come and hillside, but usually not too difficult to find.   There is a washer/dryer that can be used any time;2015-06-29;t;t;100%;2015-04-20;f;2017-04-03;34.09977992976317;-118.22856712454254;Secluded Spot in Mt. Washington;Mount Washington;42;91.0;https://a0.muscache.com/im/pictures/88652155/7236bb00_original.jpg?aki_policy=small;90065;0.0;1.0;85.00000000000001
8595359;5.988961416889862;Apartment;Entire home/apt;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}";4;1.0;Real Bed;strict;False;NYC;This is a wonderful 2 bedroom Midtown NYC apartment located in the heart of Hell's Kitchen. Just a few steps from Times Square, it comfortably sleeps a family of 4-5 people. Great for the holidays, spring break, and summer vacation! This apartment is in the heart of it all! Close to all Broadway shows, Times, Square, Central Park, all major subway lines, and plenty of great restaurants.;2014-12-06;t;t;100%;2014-11-06;f;2017-01-01;40.76380830388853;-73.98508639127769;BEAUTIFUL Hell's Kitchen 2 Bdrm Apt;Hell's Kitchen;13;93.0;https://a0.muscache.com/im/pictures/56735286/06fc07fb_original.jpg?aki_policy=small;10019;2.0;2.0;398.9999999999994
5105516;4.4998096703302615;Apartment;Private room;"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,Essentials,Shampoo}";1;1.0;Real Bed;moderate;True;SF;Stay in the heart of Cole Valley in a quiet and peaceful urban retreat.  Close to Golden Gate Park and the Haight Ashbury, easy striking distance to the rest of the city via the N-Judah and other public transportation.  Wonderfully appointed. A warm and relaxing space that is great place to hang your hat after a hectic day. Located in the quaint Cole Valley neighborhood. Centrally located near shops, local markets, Whole Foods, cafes, wine bars and local watering holes. Located along many lines of public transportation that make getting  around and accessing the city a breeze.  Also less than a mile from Golden Gate park and all it has to offer. You will have access to the entire home. However this listing is only for one of the two bedrooms in the apartment, the other will be occupied. Additionally, there are two living spaces, (one formal living room and a family room), therefore it is up to you how much you want to interact while you are home. The kitchen is wonderfully equipped and;2014-08-06;t;t;;2012-08-07;f;2015-10-29;37.76356536457112;-122.45119516557403;Heart of Cole Valley/Ashbury Height;Cole Valley;11;100.0;https://a0.muscache.com/im/pictures/44928684/74873323_original.jpg?aki_policy=small;94117;1.0;1.0;89.99999999999967
18341150;4.02535169073515;Apartment;Private room;"{TV,Internet,Kitchen,""Pets allowed"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}";2;1.0;Real Bed;strict;True;Chicago;My place is close to restaurants and dining, the beach, nightlife, Wrigley Field, Boystown . You’ll love my place because of the high ceilings and the people. My place is good for couples, solo adventurers, business travelers, families (with kids), and furry friends (pets). Large deck out back, close to downtown and Lincoln Park Zoo, Wrigley Field All space besides one private one. If you need anything don't be scared to ask.  We will do what we can to help you out. Close to the Cta Redline and Cta Buses;;t;f;100%;2016-11-09;t;;41.962230499084576;-87.65150013907683;Large beautiful old apartment, with a shared bath;Uptown;0;;https://a0.muscache.com/im/pictures/4e6dd26f-2e98-4ed4-bf8d-d4126c0234b5.jpg?aki_policy=small;60613;1.0;1.0;56.00000000000002
6224858;6.548219102762372;Townhouse;Entire home/apt;"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",Gym,Breakfast,""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50"",""Private entrance""}";16;2.0;Real Bed;flexible;False;SF;Located at the very the top of historic Russian Hill, our place offers breathtaking views of the Golden Gate Bridge and is the ideal San Francisco getaway for a large, fun group. As my roommates and I have decided to get out of the city this Memorial Day weekend, we would love for  someone to take care of our town home while we are away.   We are very grateful for the amazing time we have had here (especially the weekends) and we want to share our experience with a group trying to live San Francisco to the fullest.   Our place is perfect for hosting get-togethers and cocktail hours but is also a wonderful retreat after a long day of exploring the city.  It offers: - High-end finishes - Newly remodeled kitchen & bathrooms - Hardwood floor throughout  - Large common space - Brand new in-unit washer & dryer -  Gas fire place -  50 in flatscreen TV - Expansive cable package (HBO, Starz, channels I've never heard of, etc.) -  VIEWS of the Golden Gate Bridge - Courtyard - Massive Back Deck -;;t;t;;2016-11-18;t;;37.79885108778527;-122.41861743876272;Luxury Town Home  - Russian Hill;Russian Hill;0;;https://a0.muscache.com/im/pictures/46067b04-357c-4b9e-9782-7e3c4f846e17.jpg?aki_policy=small;94109;6.0;10.0;697.9999999999999
9651070;4.584967478670572;Apartment;Private room;"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",Heating,Washer,Dryer,Essentials,Shampoo}";2;1.0;Real Bed;flexible;False;LA;Large bedroom in a beautiful 3 bedroom/2 bath apartment in Santa Monica. Room includes a queen size bed, desk, TV w/ cable, & wifi. Apartment amenities include 2 pools, hot tub, gym, free parking. very close to beach, shopping, restaurants, nightlife;;t;t;;2012-04-26;f;;34.02547125890293;-118.47576004364436;Beautiful Private Santa Monica Room;Santa Monica;0;;https://a0.muscache.com/im/pictures/91328931/d55492ad_original.jpg?aki_policy=small;90404;1.0;1.0;98.00000000000004
17191563;4.007333185232471;House;Private room;"{""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),Heating,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Hangers,Iron}";2;1.0;Real Bed;moderate;True;DC;Whether heading to DC for work, school, or site-seeing, there is plenty to see and explore in the city! Private room available in adorable, light-filled rowhouse in the historic Takoma neighborhood in Northwest DC.  Easy metro access to downtown, restaurants, monuments & museums. Private bedroom available in sunny corner rowhouse on quiet, tree-lined street. Newly renovated kitchen and bathroom. Sun-filled front porch and garden out back. Access to shared full bath (next to bedroom), kitchen, living and dining area (including a big farmhouse table for a quiet night in) and sunny front porch. I am fairly busy on the weekends and during the week, so you will be mostly on your own as you come and go. You can always reach me right away through Airbnb with any questions, concerns, etc. I will leave detailed instructions for guests upon arrival and always available of guests have any questions during their stay. I have lived in D.C. for ten years and am happy to give recommendations on some ;2015-04-05;t;t;100%;2013-01-05;f;2016-12-23;38.96698508166698;-77.01901480698109;Sunny Rowhouse in Historic DC;Manor Park;12;93.0;https://a0.muscache.com/im/pictures/107807729/7eab4281_original.jpg?aki_policy=small;20011;1.0;1.0;55.000000000000014
